entry_timestamp,latency_seconds
2026-08-04T07:11:39,0.989577
2026-08-04T07:11:41,0.991996
2026-08-04T07:11:43,0.991018
2026-08-04T07:11:45,0.994138
2026-08-04T07:11:47,0.99308
2026-08-04T07:11:49,0.995884
2026-08-04T07:11:53,1.030817
2026-08-04T07:11:55,1.031605
2026-08-04T07:11:57,1.032419
2026-08-04T07:11:59,1.033314
