elapsed_s,cpu_temp_c,cpu_percent,mem_free_mb,mem_total_mb,ok
0.1,45.2,90.9,213.9,477.6,True
30.5,45.2,91.1,206.3,477.6,True
60.25,44.2,97.7,206.2,477.6,True
90.1,45.9,91.0,205.9,477.6,True
120.15,46.7,93.2,206.0,477.6,True
150.15,45.4,90.0,205.9,477.6,True
180.03,43.3,94.3,206.0,477.6,True
210.07,45.1,97.7,206.0,477.6,True
241.02,47.6,93.1,206.1,477.6,True
271.01,49.6,91.3,206.1,477.6,True
301.00,51.9,94.2,206.0,477.6,True

